artist;song;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo
Blue;One Love;0,683;0,722;8;-4,039;0;0,0358;0,0243;4,20E-05;0,35;0,854;95,012
Busta Rhymes;Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix;0,697;0,793;6;-4,699;0;0,323;0,0844;0;0,0619;0,56;89,767
Céline Dion;A New Day Has Come - Radio Remix;0,574;0,691;6;-5,103;1;0,035;0,0826;1,65E-05;0,149;0,195;91,969
Scooter;Nessaja;0,486;0,904;2;-6,642;1;0,0364;0,000748;0,0984;0,187;0,118;143,048
Eve;Gangsta Lovin';0,723;0,84;1;-3,523;0;0,0608;0,0619;0;0,0945;0,827;94,332
Disturbing Tha Peace;Move Bitch;0,777;0,751;1;-5,692;1;0,133;0,245;0;0,1;0,191;177,894
Khia;My Neck, My Back (Lick It);0,859;0,625;9;-4,234;0;0,13;0,0296;0;0,0537;0,71;102,072
Tweet;Oops (Oh My) [feat. Missy Elliott];0,66;0,536;10;-8,786;0;0,29;0,233;0,00669;0,111;0,775;159,963
Kylie Minogue;Spinning Around;0,761;0,662;6;-7,645;0;0,0548;0,292;6,19E-05;0,0956;0,631;120,043
Nelly;Hot In Herre;0,956;0,745;11;-4,753;0;0,12;0,206;0;0,0615;0,912;107,075
Gareth Gates;Anyone of Us (Stupid Mistake);0,7;0,72;1;-6,061;1;0,0261;0,285;0;0,0845;0,654;106,986
Christina Aguilera;Dirrty (feat. Redman);0,64;0,889;2;-3,073;1;0,322;0,107;0;0,339;0,436;99,931
B2K;Uh Huh;0,855;0,681;2;-4,955;1;0,0688;0,0881;3,70E-06;0,0592;0,908;99,699
Sugababes;Freak Like Me;0,517;0,919;5;-3,451;1;0,0925;0,0996;1,81E-06;0,557;0,387;91,868
Dirty Vegas;Days Go By;0,786;0,853;9;-8,274;0;0,0688;0,0499;0,0872;0,35;0,309;126,99
Fat Joe;What's Luv? (feat. Ja-Rule & Ashanti);0,835;0,707;8;-5,074;1;0,0598;0,0219;2,19E-05;0,108;0,919;93,955
Liberty X;Just A Little;0,786;0,614;5;-6,554;0;0,0574;0,00616;0;0,049;0,742;103,887
No Doubt;Hella Good;0,771;0,665;8;-3,954;1;0,035;0,0135;0,0123;0,0903;0,844;115,142
LL Cool J;Luv U Better;0,668;0,806;6;-3,9;1;0,239;0,232;0;0,18;0,721;95,022
Red Hot Chili Peppers;Can't Stop;0,618;0,938;9;-3,442;1;0,0456;0,0179;0;0,167;0,875;91,455
Musiq Soulchild;Halfcrazy;0,412;0,77;11;-6,057;0;0,18;0,462;1,50E-06;0,0485;0,418;101,955
Sean Paul;Gimme the Light;0,778;0,761;2;-5,529;1;0,0525;0,141;4,61E-05;0,0441;0,923;107,288
Faith Evans;I Love You;0,489;0,757;11;-4,062;0;0,0926;0,00981;0;0,234;0,567;168,004
Charli Baltimore;Down 4 U;0,64;0,59;7;-7,442;1;0,32;0,252;0;0,665;0,519;83,133
Kylie Minogue;Love at First Sight;0,603;0,774;3;-6,066;0;0,0428;0,0288;0,051;0,0533;0,48;124,994
N.O.R.E.;Nothin';0,791;0,863;3;-6,118;0;0,151;0,317;1,13E-06;0,27;0,742;97,035
Gareth Gates;Unchained Melody;0,368;0,426;10;-8,049;1;0,0277;0,255;5,39E-06;0,108;0,208;106,52
Diddy;I Need a Girl (Pt. 1) [feat. Usher & Loon];0,66;0,707;6;-5,758;1;0,208;0,397;0;0,211;0,761;89,279
Big Brovaz;Nu Flow;0,783;0,726;7;-8,718;1;0,106;0,0903;2,53E-06;0,363;0,784;148,062
No Doubt;Hey Baby;0,705;0,872;11;-3,557;0;0,125;0,0602;0;0,228;0,746;93,63
Ashanti;Baby;0,567;0,58;4;-5,757;0;0,223;0,0084;5,37E-06;0,0342;0,46;157,596
Sophie Ellis-Bextor;Murder On The Dancefloor;0,734;0,848;1;-5,285;0;0,0309;0,00312;1,16E-05;0,313;0,863;117,31
Justin Timberlake;Like I Love You;0,853;0,811;6;-4,927;0;0,0646;0,0439;0,000307;0,0703;0,9;114,964
Mary J. Blige;Rainy Dayz;0,412;0,667;6;-6,997;1;0,229;0,195;0;0,305;0,533;68,942
A1;Caught in the Middle;0,519;0,874;5;-5,122;1;0,034;0,0524;0;0,243;0,572;96,072
Eminem;Cleanin' Out My Closet;0,908;0,758;9;-4,753;0;0,174;0,0687;0;0,0783;0,87;148,015
Ashanti;Happy;0,727;0,515;2;-6,553;0;0,0289;0,241;3,74E-06;0,124;0,695;89,488
Delta Goodrem;Born to Try;0,542;0,589;8;-6,813;1;0,0284;0,246;0;0,188;0,336;133,838
P!nk;Get the Party Started;0,802;0,903;11;-3,267;0;0,046;0,0011;0;0,173;0,96;128,93
Alicia Keys;A Woman's Worth;0,652;0,41;4;-8,323;0;0,158;0,333;0;0,064;0,495;75,09
Daniel Bedingfield;Gotta Get Thru This - D'N'D Radio Edit;0,838;0,764;7;-5,076;0;0,0586;0,0862;0,000122;0,0906;0,924;133,592
Coldplay;Clocks;0,577;0,749;5;-7,215;0;0,0279;0,599;0,0115;0,183;0,255;130,97
Missy Elliott;Work It;0,884;0,677;1;-5,603;1;0,283;0,0778;0;0,0732;0,584;101,868
Ronan Keating;If Tomorrow Never Comes;0,555;0,496;10;-6,136;1;0,028;0,333;0;0,0956;0,27;79,01
Big Tymers;Still Fly;0,675;0,607;11;-3,538;1;0,162;0,0302;8,97E-06;0,339;0,56;177,928
Creed;My Sacrifice;0,32;0,88;2;-6,035;1;0,0504;0,000101;4,31E-06;0,076;0,257;146,349
Ja Rule;Always On Time;0,839;0,706;5;-6,104;0;0,199;0,208;0;0,242;0,839;96,673
Ashanti;Foolish;0,665;0,695;0;-5,763;1;0,0532;0,347;0;0,106;0,707;90,119
Avril Lavigne;Sk8er Boi;0,487;0,9;0;-4,417;1;0,0482;6,79E-05;0;0,358;0,484;149,937
DJ Sammy;Heaven;0,571;0,953;8;-5,601;1;0,0548;0,0011;0,000606;0,226;0,601;137,965
Britney Spears;I'm Not a Girl, Not Yet a Woman;0,534;0,543;3;-6,857;1;0,0245;0,579;0;0,112;0,418;78,996
Cam’ron;Oh Boy;0,754;0,767;6;-5,586;1;0,145;0,0216;0;0,172;0,828;83,014
Red Hot Chili Peppers;By the Way;0,451;0,97;0;-4,938;1;0,107;0,0264;0,00355;0,102;0,198;122,444
Elvis Presley;A Little Less Conversation - JXL Radio Edit Remix;0,597;0,97;4;-5,972;0;0,0502;0,000385;0,205;0,133;0,717;114,999
Atomic Kitten;The Tide Is High - Radio Mix;0,783;0,649;7;-4,127;1;0,0322;0,0209;0,00482;0,067;0,665;103,997
*NSYNC;Girlfriend;0,745;0,807;0;-5,191;0;0,0884;0,0887;1,49E-05;0,0283;0,858;93,967
Robbie Williams;Somethin' Stupid;0,654;0,515;0;-12,185;1;0,0261;0,429;5,62E-06;0,174;0,677;106,191
Alanis Morissette;Hands Clean;0,513;0,82;7;-5,428;1;0,0299;0,00192;2,83E-06;0,504;0,52;99,952
Usher;U Don't Have to Call;0,793;0,568;1;-4,958;1;0,0459;0,0478;3,57E-05;0,0304;0,806;100,005
Creed;One Last Breath - Radio Version;0,38;0,725;2;-6,094;1;0,0365;0,00571;0,00015;0,3;0,202;130,581
The Goo Goo Dolls;Here Is Gone;0,338;0,685;1;-5,178;1;0,0322;0,00052;0,000512;0,109;0,221;102,192
Puddle Of Mudd;She Hates Me;0,58;0,748;4;-5,433;1;0,0323;0,00935;0;0,753;0,584;109,781
Ludacris;Rollout (My Business);0,921;0,668;7;-8,73;1;0,235;0,0949;0;0,592;0,892;131,059
Blazin' Squad;Crossroads - Radio Edit;0,661;0,746;4;-5,153;1;0,042;0,109;0;0,325;0,502;144,188
Default;Wasting My Time;0,443;0,769;2;-5,529;1;0,0312;0,00138;0;0,0677;0,17;147,973
Michelle Branch;All You Wanted;0,499;0,72;8;-9,101;1;0,0286;0,00466;0,00303;0,122;0,652;96,103
Daniel Bedingfield;If You're Not The One;0,688;0,538;10;-7,608;1;0,0292;0,504;0;0,111;0,27;119,998
Enrique Iglesias;Escape;0,776;0,844;11;-5,305;1;0,0297;0,0277;0,000244;0,135;0,868;125,972
Puddle Of Mudd;Blurry;0,432;0,936;3;-4,537;0;0,0562;0,00691;0;0,14;0,499;157,469
Coldplay;In My Place;0,424;0,588;9;-5,455;1;0,0278;0,0553;4,95E-06;0,298;0,193;144,636
Outkast;The Whole World (feat. Killer Mike);0,814;0,852;2;-6,176;1;0,401;0,0958;1,32E-06;0,0288;0,717;184,682
P!nk;Don't Let Me Get Me - Radio Edit;0,624;0,85;0;-4,754;0;0,0756;0,00234;0;0,0621;0,615;98,525
50 Cent;In Da Club;0,899;0,713;6;-2,752;0;0,366;0,255;0;0,0708;0,777;90,051
Sean Paul;Get Busy;0,735;0,824;10;-4,143;0;0,036;0,615;0;0,158;0,726;100,202
Eminem;"Lose Yourself - From ""8 Mile"" Soundtrack";0,686;0,735;2;-4,616;1;0,264;0,00921;0,00066;0,342;0,0596;171,355
Beyoncé;Crazy In Love (feat. Jay-Z);0,646;0,77;2;-6,596;0;0,226;0,00249;0;0,0715;0,681;99,165
Counting Crows;Big Yellow Taxi;0,669;0,873;8;-4,315;1;0,0494;0,00204;0;0,137;0,827;88,029
Black Eyed Peas;Where Is The Love?;0,835;0,687;5;-3,18;1;0,184;0,101;0;0,132;0,828;94,059
Jennifer Lopez;Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix;0,845;0,768;6;-5,448;1;0,188;0,00733;5,04E-06;0,0575;0,96;100
Black Eyed Peas;Shut Up;0,81;0,714;2;-3,966;1;0,243;0,0637;0;0,237;0,561;112,968
t.A.T.u.;All The Things She Said;0,527;0,834;5;-5,767;0;0,0474;0,0411;0,00599;0,105;0,381;179,92
Benny Benassi;Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz;0,793;0,698;11;-3,626;1;0,104;0,163;0,145;0,0745;0,339;130,017
Busta Rhymes;I Know What You Want (feat. Flipmode Squad);0,648;0,759;6;-4,315;1;0,306;0,0142;0;0,648;0,518;85,996
Panjabi MC;Mundian to Bach Ke;0,778;0,879;8;-4,951;0;0,0371;0,399;0,792;0,15;0,942;98,077
Mis-Teeq;Scandalous - U.S. Radio Edit;0,734;0,668;0;-3,935;0;0,0349;0,0526;0;0,0925;0,651;99,971
JAY-Z;03' Bonnie & Clyde;0,759;0,678;9;-5,148;0;0,314;0,23;0;0,15;0,327;89,64
50 Cent;P.I.M.P.;0,712;0,772;10;-3,024;0;0,346;0,0521;4,35E-06;0,0368;0,848;84,722
Jamelia;Superstar;0,801;0,645;1;-6,93;1;0,0356;0,0457;0;0,0357;0,824;110,01
Linkin Park;Faint;0,554;0,978;4;-3,554;1;0,131;0,111;0;0,0731;0,594;135,095
DMX;X Gon' Give It To Ya;0,761;0,899;10;-3,09;0;0,183;0,0135;0;0,0719;0,673;95,027
Evanescence;Bring Me To Life;0,331;0,943;4;-3,188;0;0,0698;0,00721;2,06E-06;0,242;0,296;94,612
Sugababes;Hole In The Head;0,785;0,933;6;-4,629;0;0,0309;0,0303;0;0,137;0,962;125,011
Craig David;Rise & Fall (feat. Sting);0,405;0,589;6;-7,51;0;0,0586;0,252;0;0,661;0,808;83,373
Three Days Grace;I Hate Everything About You;0,498;0,83;6;-5,157;0;0,0421;0,00461;0;0,139;0,453;89,342
Lil Jon & The East Side Boyz;Get Low;0,78;0,604;1;-8,019;1;0,0396;0,022;0;0,194;0,12;101,043
B2K;Bump, Bump, Bump (feat. P. Diddy);0,835;0,68;1;-6,02;0;0,21;0,1;0;0,049;0,889;95,508
Baby Bash;Suga Suga;0,662;0,748;5;-3,041;0;0,268;0,688;8,43E-06;0,0841;0,535;82,331
Aaliyah;Miss You - Main;0,602;0,34;10;-9,867;1;0,0375;0,618;0;0,234;0,511;109,598
Britney Spears;Me Against the Music (feat. Madonna) - LP Version / Video Mix;0,804;0,836;6;-6,635;0;0,089;0,32;0;0,213;0,85;120,046
Blue;Sorry Seems To Be The Hardest Word;0,564;0,6;7;-6,814;0;0,0305;0,183;2,19E-06;0,38;0,442;78,955
Delta Goodrem;Lost Without You;0,581;0,747;7;-6,682;1;0,0283;0,0365;1,69E-06;0,193;0,514;146,301
Justin Timberlake;Rock Your Body;0,892;0,714;4;-6,055;0;0,141;0,201;0,000234;0,0521;0,817;100,972
The White Stripes;Seven Nation Army;0,741;0,469;4;-7,627;0;0,0805;0,00601;0,447;0,306;0,313;123,904
Youngbloodz;Damn! (feat. Lil' Jon) - Club Mix;0,772;0,724;6;-5,799;0;0,307;0,0149;0;0,355;0,518;84,038
Beyoncé;Baby Boy (feat. Sean Paul);0,655;0,488;1;-9,17;1;0,22;0,0825;1,16E-06;0,221;0,791;91,025
Lil' Kim;Magic Stick;0,849;0,498;2;-7,872;1;0,272;0,116;4,49E-05;0,268;0,502;92,98
Christina Aguilera;Can't Hold Us Down (feat. Lil' Kim);0,859;0,658;8;-4,481;1;0,192;0,0326;0,00181;0,0651;0,538;98,989
Nickelback;Someday;0,455;0,858;11;-5,659;0;0,0391;0,000616;0,000247;0,226;0,597;163,118
Blue;U Make Me Wanna - Radio Edit;0,6;0,736;7;-6,228;1;0,0329;0,325;0;0,137;0,848;158,108
Ashanti;Rain On Me;0,606;0,699;8;-3,103;0;0,0337;0,343;1,89E-06;0,0757;0,509;83,701
Trapt;Headstrong;0,492;0,896;4;-5,819;0;0,117;0,000172;2,78E-06;0,189;0,534;184,981
Simply Red;Sunrise;0,791;0,733;5;-5,123;0;0,029;0,00189;0,201;0,0859;0,917;105,987
Lumidee;Never Leave You (Uh Oooh, Uh Oooh);0,811;0,657;6;-6,197;1;0,362;0,0391;0,712;0,0798;0,777;199,958
Girls Aloud;Sound Of The Underground;0,568;0,867;11;-5,861;1;0,0365;0,00344;4,67E-05;0,328;0,88;163,944
Nelly;Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster;0,527;0,808;1;-4,749;1;0,295;0,176;0;0,169;0,907;87,025
Room 5;Make Luv;0,883;0,887;1;-4,92;1;0,116;0,0111;0,63;0,0367;0,648;124,814
Fatman Scoop;Be Faithful;0,649;0,713;7;-6,488;1;0,295;0,000787;0;0,318;0,629;101,129
Limp Bizkit;Behind Blue Eyes;0,595;0,489;7;-6,66;1;0,0271;0,497;0;0,119;0,0902;120,315
Sugababes;Too Lost In You;0,586;0,705;1;-4,904;0;0,0287;0,0485;0;0,15;0,459;98,014
50 Cent;"Wanksta - From ""8 Mile"" Soundtrack";0,802;0,863;1;-3,552;1;0,2;0,0199;0;0,141;0,873;81,008
Pharrell Williams;Frontin' (feat. Jay-Z) - Club Mix;0,894;0,404;9;-5,913;0;0,13;0,453;1,57E-06;0,0801;0,759;102,009
Chingy;Right Thurr;0,866;0,749;2;-3,977;1;0,253;0,15;0;0,0614;0,891;92,074
Eminem;Sing For The Moment;0,668;0,824;5;-4,164;0;0,137;0,0017;3,05E-06;0,0426;0,185;163,961
Lil' Kim;The Jump Off (feat. Mr. Cheeks) - Remix;0,853;0,752;1;-8,831;1;0,339;0,178;4,65E-06;0,0553;0,935;104,946
Mýa;My Love Is Like...Wo - Main Mix;0,831;0,695;4;-6,491;1;0,109;0,194;1,24E-05;0,309;0,722;132,817
50 Cent;21 Questions;0,646;0,813;6;-3,846;0;0,299;0,349;9,37E-05;0,0427;0,895;92,729
Nelly;Air Force Ones;0,784;0,459;4;-9,74;0;0,317;0,0847;0;0,079;0,618;164,062
Missy Elliott;Gossip Folks (feat. Ludacris);0,707;0,538;0;-5,264;1;0,505;0,362;0;0,317;0,439;121,732
Girls Aloud;Jump;0,658;0,826;8;-6,031;1;0,0346;0,00189;0,00275;0,0492;0,795;134,465
Ultrabeat;Pretty Green Eyes - Radio Edit;0,553;0,775;1;-10,284;0;0,043;0,212;0;0,0728;0,51;139,993
Christina Aguilera;Fighter;0,435;0,92;4;-1,357;0;0,201;0,235;0,000353;0,552;0,45;188,899
Frankie J;Don't Wanna Try;0,655;0,433;5;-7,577;0;0,0348;0,444;0;0,221;0,199;130,127
Snoop Dogg;Beautiful;0,893;0,74;11;-4,936;0;0,132;0,299;0;0,0881;0,963;101,025
Floetry;Say Yes;0,747;0,398;5;-12,932;0;0,0743;0,211;1,42E-06;0,113;0,428;117,901
Ginuwine;In Those Jeans;0,691;0,541;1;-5,873;1;0,0776;0,508;0;0,0753;0,319;127,683
Electric Six;Danger! High Voltage - Soulchild Radio Mix;0,66;0,698;11;-4,722;0;0,0302;1,92E-05;0,166;0,0517;0,511;123,005
Rachel Stevens;Sweet Dreams My LA Ex - Radio Edit;0,85;0,862;2;-3,587;1;0,138;0,0733;0,00144;0,0936;0,908;130,036
Ludacris;Stand Up;0,751;0,84;6;-4,855;1;0,349;0,367;0;0,0916;0,801;99,057
Nas;I Can;0,837;0,885;6;-3,914;0;0,182;0,103;0;0,0666;0,694;95,313
3 Doors Down;When I'm Gone;0,53;0,768;7;-5,611;1;0,0284;0,00385;0;0,103;0,374;148,095
Tyrese;How You Gonna Act Like That;0,733;0,521;3;-3,657;0;0,0457;0,107;0;0,0692;0,525;112,913
Justin Timberlake;Cry Me a River;0,624;0,654;8;-6,582;0;0,183;0,577;0;0,104;0,564;73,898
Westlife;Mandy;0,447;0,636;5;-5,08;1;0,0278;0,254;9,25E-05;0,11;0,376;105,678
No Doubt;It's My Life;0,612;0,735;8;-5,074;0;0,0282;0,00202;0,00118;0,328;0,783;126,326
Amanda Perez;Angel;0,638;0,54;0;-6,849;1;0,0473;0,506;0;0,157;0,352;143,772
JAY-Z;Excuse Me Miss;0,714;0,862;6;-5,531;1;0,286;0,0305;0;0,0884;0,887;92,849
Coldplay;Clocks;0,577;0,749;5;-7,215;0;0,0279;0,599;0,0115;0,183;0,255;130,97
Kelly Rowland;Stole;0,649;0,718;7;-4,984;0;0,0594;0,00676;4,26E-06;0,174;0,477;79,993
Missy Elliott;Work It;0,884;0,677;1;-5,603;1;0,283;0,0778;0;0,0732;0,584;101,868
Ashanti;Rock Wit U (Awww Baby);0,71;0,797;4;-3,006;0;0,0582;0,408;0;0,16;0,849;94,998
Junior Senior;Move Your Feet;0,747;0,904;9;-2,623;1;0,0803;0,046;0,106;0,203;0,846;118,877
Audioslave;Like a Stone;0,614;0,568;7;-5,477;0;0,0276;0,00797;0;0,0997;0,516;107,849
Sean Paul;Like Glue;0,757;0,78;1;-5,038;1;0,319;0,0811;0;0,113;0,59;97,917
Jaheim;Put That Woman First;0,649;0,536;5;-8,804;0;0,132;0,492;0;0,184;0,513;78,935
Jennifer Lopez;All I Have (feat. LL Cool J);0,701;0,669;1;-5,265;1;0,107;0,271;0;0,158;0,446;83,066
Monica;So Gone;0,618;0,552;8;-6,863;1;0,0981;0,176;0;0,252;0,586;81,975
Dido;White Flag;0,512;0,525;5;-6,823;1;0,0401;0,327;3,30E-06;0,081;0,294;169,951
The Roots;The Seed (2.0);0,758;0,957;7;-2,281;1;0,0357;0,039;0;0,133;0,966;111,121
Chingy;Holidae In;0,81;0,791;7;-5,909;1;0,181;0,0893;0;0,0838;0,948;153,067
Fabolous;Can't Let You Go (feat. Mike Shorey & Lil' Mo);0,646;0,6;9;-6,569;1;0,458;0,231;0;0,0794;0,811;192,082
Kelly Clarkson;Miss Independent;0,656;0,615;11;-6,359;0;0,137;0,0769;0,000415;0,0706;0,592;175,943
Ja Rule;Mesmerize;0,769;0,646;1;-6,653;1;0,199;0,0566;0;0,406;0,433;90,079
Matchbox Twenty;Unwell;0,256;0,788;6;-5,263;0;0,0403;0,0298;0;0,707;0,429;80,718
Outkast;The Way You Move (feat. Sleepy Brown);0,871;0,597;5;-4,932;0;0,0464;0,126;0,000113;0,0638;0,635;125,999
Fabolous;Into You (feat. Tamia);0,546;0,538;7;-7,886;0;0,0523;0,233;0;0,118;0,58;182,12
Switchfoot;Meant to Live;0,397;0,903;2;-4,577;1;0,0457;0,00575;1,60E-06;0,362;0,556;151,551
Daniel Bedingfield;If You're Not The One;0,688;0,538;10;-7,608;1;0,0292;0,504;0;0,111;0,27;119,998
Good Charlotte;Lifestyles of the Rich & Famous;0,62;0,93;1;-3,685;1;0,0374;0,00043;0;0,0686;0,609;106,22
Wayne Wonder;No Letting Go;0,496;0,819;5;-5,656;0;0,0444;0,0479;0,000215;0,177;0,317;100,215
The Strokes;Reptilia;0,489;0,649;9;-5,11;1;0,0336;0,000603;0,713;0,101;0,77;158,009
Avril Lavigne;I'm with You;0,457;0,406;9;-7,462;1;0,0291;0,08;0;0,117;0,208;151,95
Will Young;Leave Right Now;0,641;0,445;6;-8,674;1;0,0368;0,145;0;0,108;0,383;81,931
Usher;Yeah! (feat. Lil Jon & Ludacris);0,894;0,791;2;-4,699;1;0,112;0,0183;0;0,0388;0,583;105,018
Maroon 5;This Love;0,712;0,862;5;-4,612;0;0,0378;0,0525;0;0,093;0,809;95,051
Britney Spears;Toxic;0,774;0,838;5;-3,914;0;0,114;0,0249;0,025;0,242;0,924;143,04
Outkast;Hey Ya!;0,727;0,974;4;-2,261;0;0,0664;0,103;0,000532;0,174;0,965;79,526
Hoobastank;The Reason;0,472;0,671;4;-4,649;1;0,029;0,0129;0;0,159;0,0681;82,952
Anastacia;Left Outside Alone;0,663;0,746;2;-3,567;0;0,0321;0,0697;0;0,0929;0,325;102,847
Daddy Yankee;Gasolina;0,857;0,801;0;-6,499;1;0,0618;0,332;1,20E-06;0,0789;0,753;96,009
Black Eyed Peas;Let's Get It Started - Spike Mix;0,785;0,799;11;-2,208;0;0,126;0,117;0;0,292;0,797;104,923
O-Zone;Dragostea Din Tei;0,809;0,965;0;-3,947;1;0,0427;0,177;0;0,0577;0,672;130,103
Terror Squad;Lean Back;0,783;0,916;1;-3,344;1;0,415;0,11;0;0,0746;0,695;95,321
Anastacia;Sick and Tired;0,598;0,868;0;-4,552;1;0,0373;0,00908;0;0,279;0,47;99,848
Gwen Stefani;What You Waiting For?;0,676;0,948;5;-2,557;1;0,0628;0,0509;8,19E-06;0,384;0,731;136,027
Ashanti;Only U - No Intro;0,601;0,621;6;-5,576;0;0,0434;0,0374;1,75E-06;0,188;0,278;94,547
The Rasmus;In the Shadows;0,6;0,796;2;-4,481;1;0,0275;0,000109;5,20E-05;0,484;0,75;105,991
Houston;I Like That;0,797;0,502;10;-3,925;0;0,0968;0,0154;0;0,1;0,385;106,997
Beyoncé;Naughty Girl;0,735;0,466;6;-8,65;0;0,0857;0,239;6,24E-06;0,102;0,643;99,973
Linkin Park;Numb;0,496;0,863;9;-4,153;1;0,0381;0,0046;0;0,639;0,243;110,018
Lloyd Banks;On Fire;0,759;0,825;8;-4,289;1;0,22;0,0923;0,00057;0,24;0,429;94,857
Akon;Locked Up;0,818;0,579;7;-4,475;1;0,101;0,023;0;0,107;0,354;89,987
D12;My Band;0,851;0,849;1;-3,383;0;0,0828;0,497;2,05E-06;0,116;0,844;120,014
Jay Sean;Eyes On You - Radio Mix;0,802;0,672;7;-4,971;1;0,0847;0,0775;0;0,136;0,619;96,525
Mario Winans;I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster;0,833;0,515;11;-5;0;0,0462;0,347;0,00156;0,116;0,4;97,007
Destiny's Child;Lose My Breath;0,814;0,899;1;-5,958;1;0,0637;0,00727;0,219;0,0979;0,545;119,011
Eric Prydz;Call on Me - Radio Mix;0,597;0,837;10;-6,518;1;0,375;0,00427;0,00115;0,839;0,447;126,342
Ciara;Goodies (feat. Petey Pablo);0,826;0,647;5;-6,306;0;0,0491;0,0277;1,52E-06;0,298;0,872;102,017
Kelis;Trick Me;0,97;0,72;1;-3,347;0;0,149;0,0369;0,000389;0,326;0,962;107,17
LL Cool J;Headsprung;0,718;0,786;0;-5,76;1;0,0284;0,0114;2,50E-05;0,0745;0,465;99,916
Spiderbait;Black Betty - Edit;0,562;0,865;7;-6,476;0;0,0922;2,06E-05;0,591;0,219;0,35;124,047
George Michael;Amazing;0,805;0,754;10;-6,825;0;0,0394;0,0884;1,77E-06;0,117;0,88;128,429
Britney Spears;My Prerogative;0,749;0,938;10;-4,423;0;0,118;0,0127;1,96E-06;0,103;0,619;111,014
Nina Sky;Move Ya Body;0,87;0,712;11;-6,313;0;0,0432;0,0202;0,000331;0,0576;0,877;121,057
Baby Bash;Suga Suga;0,662;0,748;5;-3,041;0;0,268;0,688;8,43E-06;0,0841;0,535;82,331
Petey Pablo;Freek-A-Leek;0,737;0,697;2;-3,716;1;0,254;0,0756;0;0,359;0,662;104,917
JAY-Z;Dirt Off Your Shoulder;0,779;0,655;1;-7,147;1;0,318;0,0319;2,63E-06;0,339;0,645;163,971
Juanes;La Camisa Negra;0,751;0,731;6;-4,419;0;0,0308;0,0838;0;0,0556;0,973;97,007
Avril Lavigne;Nobody's Home;0,348;0,907;5;-3,66;0;0,0497;0,000516;0;0,161;0,177;185,406
Robbie Williams;Radio;0,607;0,874;5;-5,409;0;0,0349;0,00331;0,0494;0,26;0,846;130,015
Black Eyed Peas;Hey Mama;0,86;0,866;4;-6,345;0;0,232;0,104;1,42E-06;0,584;0,933;100,15
Ying Yang Twins;Salt Shaker;0,884;0,697;11;-6,022;1;0,128;0,0509;0;0,094;0,322;101,965
Enrique Iglesias;Not In Love - Radio Mix;0,762;0,885;0;-5,096;0;0,0395;0,0371;0;0,0519;0,886;117,021
Kelis;Milkshake;0,881;0,774;1;-6,068;1;0,0439;0,00986;0,0346;0,206;0,759;112,968
Linkin Park;Breaking the Habit;0,579;0,849;4;-5,218;0;0,0303;0,108;0;0,0909;0,581;100,021
JoJo;Leave (Get Out) - Radio Edit;0,656;0,513;5;-8,691;1;0,253;0,156;6,45E-05;0,0763;0,464;86,891
Christina Milian;Dip It Low;0,752;0,722;11;-4,207;0;0,104;0,0108;0,000536;0,0753;0,612;169,131
Avant;Read Your Mind;0,755;0,381;8;-6,696;0;0,0711;0,291;5,13E-06;0,0974;0,695;73,108
Eminem;Just Lose It;0,94;0,633;8;-3,56;1;0,0467;0,0581;4,04E-05;0,281;0,962;121,003
Sugababes;Too Lost In You;0,586;0,705;1;-4,904;0;0,0287;0,0485;0;0,15;0,459;98,014
Snoop Dogg;Drop It Like It's Hot;0,892;0,628;1;-3,832;1;0,216;0,169;0;0,102;0,676;92,063
Sean Paul;I'm Still in Love with You (feat. Sasha);0,765;0,666;7;-5,384;1;0,172;0,102;0;0,116;0,756;87,002
The Shapeshifters;Lola's Theme - Radio Edit;0,748;0,845;5;-4,612;0;0,0536;0,00083;0,000225;0,068;0,659;123,925
D12;How Come;0,745;0,858;9;-2,221;1;0,237;0,28;0;0,188;0,547;89,983
Basement Jaxx;Good Luck;0,571;0,968;5;-3,092;1;0,162;0,0649;3,07E-06;0,592;0,313;154,07
Kevin Lyttle;Turn Me On;0,677;0,682;9;-6,879;1;0,0361;0,0405;0;0,0351;0,875;106,279
Chingy;One Call Away;0,765;0,821;4;-5,926;0;0,183;0,0918;0;0,217;0,962;162,519
T.I.;Bring Em Out;0,759;0,891;11;-2,983;1;0,257;0,0298;0;0,141;0,587;98,579
DJ Casper;Cha Cha Slide - Hardino Mix;0,853;0,911;11;-6,722;0;0,125;0,0436;0,00571;0,287;0,802;131,012
Kylie Minogue;I Believe in You;0,548;0,785;7;-5,087;1;0,0704;0,00277;0,048;0,329;0,418;120,939
Twista;Overnight Celebrity;0,828;0,792;10;-5,435;0;0,179;0,182;0;0,281;0,777;134,199
N.E.R.D;She Wants To Move;0,766;0,851;5;-4,831;1;0,0786;0,00402;0,000744;0,256;0,8;115,012
Britney Spears;Everytime;0,398;0,284;3;-12,852;1;0,0337;0,966;8,57E-05;0,116;0,114;109,599
